"d","tot.tests","sens","Ds","p","Da","Ts","Ta","sim","median","lower","upper","objective"
0.4,4500,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3025,4,2,7,"death"
0.4,4500,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3025,52,43,62,"sympiso"
0.4,4500,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3025,111,96,128,"asympiso"
0.45,4500,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3026,71,53,92,"tot.cases"
0.45,4500,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3026,3,2,5,"peak.hosp"
0.45,4500,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3026,0,0,0,"days.above.thresh"
0.45,4500,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3026,6,4,9,"tot.hosp"
0.45,4500,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3026,4,2,7,"death"
0.45,4500,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3026,51,43,61,"sympiso"
0.45,4500,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3026,107,93,123,"asympiso"
0.5,4500,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3027,67,51,87,"tot.cases"
0.5,4500,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3027,3,2,5,"peak.hosp"
0.5,4500,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3027,0,0,0,"days.above.thresh"
0.5,4500,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3027,6,4,9,"tot.hosp"
0.5,4500,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3027,4,2,6,"death"
0.5,4500,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3027,51,42,60,"sympiso"
0.5,4500,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3027,104,91,119,"asympiso"
0.55,4500,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3028,63,49,81.0500000000002,"tot.cases"
0.55,4500,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3028,3,2,5,"peak.hosp"
0.55,4500,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3028,0,0,0,"days.above.thresh"
0.55,4500,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3028,6,4,9,"tot.hosp"
0.55,4500,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3028,4,2,6,"death"
0.55,4500,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3028,50,42,59,"sympiso"
0.55,4500,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3028,102,89,116,"asympiso"
0.6,4500,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3029,59,46,75,"tot.cases"
0.6,4500,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3029,3,2,5,"peak.hosp"
0.6,4500,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3029,0,0,0,"days.above.thresh"
0.6,4500,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3029,6,4,8,"tot.hosp"
0.6,4500,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3029,4,2,6,"death"
0.6,4500,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3029,50,41,59,"sympiso"
0.6,4500,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3029,99,86,112,"asympiso"
0,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3030,104,73,143,"tot.cases"
0,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3030,3,2,5,"peak.hosp"
0,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3030,0,0,0,"days.above.thresh"
0,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3030,7,4,10,"tot.hosp"
0,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3030,4,2,7,"death"
0,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3030,53,43,63,"sympiso"
0,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3030,137,115,164,"asympiso"
0.05,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3031,98,71,135.05,"tot.cases"
0.05,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3031,3,2,5,"peak.hosp"
0.05,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3031,0,0,0,"days.above.thresh"
0.05,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3031,7,4,10,"tot.hosp"
0.05,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3031,4,2,7,"death"
0.05,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3031,52,42,63,"sympiso"
0.05,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3031,133,112,158,"asympiso"
0.1,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3032,94,67,128,"tot.cases"
0.1,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3032,3,2,5,"peak.hosp"
0.1,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3032,0,0,0,"days.above.thresh"
0.1,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3032,6,4,10,"tot.hosp"
0.1,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3032,4,2,7,"death"
0.1,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3032,51,42,61,"sympiso"
0.1,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3032,129,110,152,"asympiso"
0.15,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3033,89,64,120,"tot.cases"
0.15,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3033,3,2,5,"peak.hosp"
0.15,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3033,0,0,0,"days.above.thresh"
0.15,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3033,6,4,9,"tot.hosp"
0.15,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3033,4,2,7,"death"
0.15,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3033,51,42,61,"sympiso"
0.15,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3033,125,107,148,"asympiso"
0.2,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3034,84,61,112,"tot.cases"
0.2,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3034,3,2,5,"peak.hosp"
0.2,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3034,0,0,0,"days.above.thresh"
0.2,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3034,6,4,9,"tot.hosp"
0.2,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3034,4,2,7,"death"
0.2,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3034,50,41,60,"sympiso"
0.2,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3034,122,105,142,"asympiso"
0.25,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3035,80,59,107.05,"tot.cases"
0.25,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3035,3,2,5,"peak.hosp"
0.25,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3035,0,0,0,"days.above.thresh"
0.25,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3035,6,4,9,"tot.hosp"
0.25,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3035,4,2,7,"death"
0.25,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3035,50,41,60,"sympiso"
0.25,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3035,119,103,139,"asympiso"
0.3,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3036,76,57,101,"tot.cases"
0.3,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3036,3,2,5,"peak.hosp"
0.3,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3036,0,0,0,"days.above.thresh"
0.3,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3036,6,4,9,"tot.hosp"
0.3,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3036,4,2,7,"death"
0.3,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3036,50,41,59,"sympiso"
0.3,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3036,116,100,134,"asympiso"
0.35,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3037,72,53.95,95,"tot.cases"
0.35,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3037,3,2,5,"peak.hosp"
0.35,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3037,0,0,0,"days.above.thresh"
0.35,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3037,6,4,9,"tot.hosp"
0.35,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3037,4,2,7,"death"
0.35,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3037,49,40,58,"sympiso"
0.35,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3037,113,98,130,"asympiso"
0.4,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3038,69,52,89,"tot.cases"
0.4,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3038,3,2,5,"peak.hosp"
0.4,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3038,0,0,0,"days.above.thresh"
0.4,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3038,6,4,9,"tot.hosp"
0.4,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3038,4,2,6,"death"
0.4,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3038,49,40,58,"sympiso"
0.4,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3038,110,96,126,"asympiso"
0.45,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3039,65,49,84,"tot.cases"
0.45,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3039,3,2,5,"peak.hosp"
0.45,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3039,0,0,0,"days.above.thresh"
0.45,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3039,6,4,9,"tot.hosp"
0.45,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3039,4,2,6,"death"
0.45,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3039,48,40,57,"sympiso"
0.45,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3039,107,94,122,"asympiso"
0.5,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3040,62,47,79,"tot.cases"
0.5,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3040,3,2,5,"peak.hosp"
0.5,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3040,0,0,0,"days.above.thresh"
0.5,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3040,6,4,9,"tot.hosp"
0.5,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3040,4,2,6,"death"
0.5,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3040,48,39,57,"sympiso"
0.5,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3040,105,92,119,"asympiso"
0.55,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3041,58,45,75,"tot.cases"
0.55,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3041,3,2,5,"peak.hosp"
0.55,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3041,0,0,0,"days.above.thresh"
0.55,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3041,6,4,8,"tot.hosp"
0.55,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3041,4,2,6,"death"
0.55,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3041,48,39,56,"sympiso"
0.55,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3041,102,90,115,"asympiso"
0.6,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3042,55,43,70,"tot.cases"
0.6,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3042,3,2,5,"peak.hosp"
0.6,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3042,0,0,0,"days.above.thresh"
0.6,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3042,6,4,8,"tot.hosp"
0.6,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3042,4,2,6,"death"
0.6,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3042,47,39,56,"sympiso"
0.6,5000,1,0.0416666666666667,0.6,0.0416666666666667,24,24,3042,100,88,113,"asympiso"
0,0,1,0.5,0.6,0.5,2,2,3043,5003,4517.95,5439,"tot.cases"
0,0,1,0.5,0.6,0.5,2,2,3043,18,12,25,"peak.hosp"
0,0,1,0.5,0.6,0.5,2,2,3043,0,0,0,"days.above.thresh"
0,0,1,0.5,0.6,0.5,2,2,3043,53,40,67,"tot.hosp"
0,0,1,0.5,0.6,0.5,2,2,3043,24,16,33,"death"
0,0,1,0.5,0.6,0.5,2,2,3043,0,0,0,"sympiso"
0,0,1,0.5,0.6,0.5,2,2,3043,0,0,0,"asympiso"
0.05,0,1,0.5,0.6,0.5,2,2,3044,4463,3988,4910.05,"tot.cases"
0.05,0,1,0.5,0.6,0.5,2,2,3044,15,10,22,"peak.hosp"
0.05,0,1,0.5,0.6,0.5,2,2,3044,0,0,0,"days.above.thresh"
0.05,0,1,0.5,0.6,0.5,2,2,3044,48,36,60,"tot.hosp"
0.05,0,1,0.5,0.6,0.5,2,2,3044,22,15,30,"death"
0.05,0,1,0.5,0.6,0.5,2,2,3044,0,0,0,"sympiso"
0.05,0,1,0.5,0.6,0.5,2,2,3044,0,0,0,"asympiso"
0.1,0,1,0.5,0.6,0.5,2,2,3045,3923,3463.95,4366.05,"tot.cases"
0.1,0,1,0.5,0.6,0.5,2,2,3045,14,9,20,"peak.hosp"
0.1,0,1,0.5,0.6,0.5,2,2,3045,0,0,0,"days.above.thresh"
0.1,0,1,0.5,0.6,0.5,2,2,3045,42,32,54,"tot.hosp"
0.1,0,1,0.5,0.6,0.5,2,2,3045,19,13,27,"death"
0.1,0,1,0.5,0.6,0.5,2,2,3045,0,0,0,"sympiso"
0.1,0,1,0.5,0.6,0.5,2,2,3045,0,0,0,"asympiso"
0.15,0,1,0.5,0.6,0.5,2,2,3046,3412,2957.95,3830.05,"tot.cases"
0.15,0,1,0.5,0.6,0.5,2,2,3046,12,7,17,"peak.hosp"
0.15,0,1,0.5,0.6,0.5,2,2,3046,0,0,0,"days.above.thresh"
0.15,0,1,0.5,0.6,0.5,2,2,3046,38,28,49,"tot.hosp"
0.15,0,1,0.5,0.6,0.5,2,2,3046,18,11,25,"death"
0.15,0,1,0.5,0.6,0.5,2,2,3046,0,0,0,"sympiso"
0.15,0,1,0.5,0.6,0.5,2,2,3046,0,0,0,"asympiso"
0.2,0,1,0.5,0.6,0.5,2,2,3047,2903,2486,3314,"tot.cases"
0.2,0,1,0.5,0.6,0.5,2,2,3047,10,6,16,"peak.hosp"
0.2,0,1,0.5,0.6,0.5,2,2,3047,0,0,0,"days.above.thresh"
0.2,0,1,0.5,0.6,0.5,2,2,3047,33,24,44,"tot.hosp"
0.2,0,1,0.5,0.6,0.5,2,2,3047,16,10,23,"death"
0.2,0,1,0.5,0.6,0.5,2,2,3047,0,0,0,"sympiso"
0.2,0,1,0.5,0.6,0.5,2,2,3047,0,0,0,"asympiso"
0.25,0,1,0.5,0.6,0.5,2,2,3048,2441,2073.95,2808,"tot.cases"
0.25,0,1,0.5,0.6,0.5,2,2,3048,9,5,13,"peak.hosp"
0.25,0,1,0.5,0.6,0.5,2,2,3048,0,0,0,"days.above.thresh"
0.25,0,1,0.5,0.6,0.5,2,2,3048,29,21,39,"tot.hosp"
0.25,0,1,0.5,0.6,0.5,2,2,3048,14,9,21,"death"
0.25,0,1,0.5,0.6,0.5,2,2,3048,0,0,0,"sympiso"
0.25,0,1,0.5,0.6,0.5,2,2,3048,0,0,0,"asympiso"
0.3,0,1,0.5,0.6,0.5,2,2,3049,2018,1700,2359,"tot.cases"
0.3,0,1,0.5,0.6,0.5,2,2,3049,8,4,12,"peak.hosp"
0.3,0,1,0.5,0.6,0.5,2,2,3049,0,0,0,"days.above.thresh"
0.3,0,1,0.5,0.6,0.5,2,2,3049,26,18,35,"tot.hosp"
0.3,0,1,0.5,0.6,0.5,2,2,3049,13,7,19,"death"
0.3,0,1,0.5,0.6,0.5,2,2,3049,0,0,0,"sympiso"
0.3,0,1,0.5,0.6,0.5,2,2,3049,0,0,0,"asympiso"
0.35,0,1,0.5,0.6,0.5,2,2,3050,1652,1373,1938,"tot.cases"
0.35,0,1,0.5,0.6,0.5,2,2,3050,6,4,10,"peak.hosp"
0.35,0,1,0.5,0.6,0.5,2,2,3050,0,0,0,"days.above.thresh"
0.35,0,1,0.5,0.6,0.5,2,2,3050,23,15,31,"tot.hosp"
0.35,0,1,0.5,0.6,0.5,2,2,3050,11,6,17,"death"
0.35,0,1,0.5,0.6,0.5,2,2,3050,0,0,0,"sympiso"
0.35,0,1,0.5,0.6,0.5,2,2,3050,0,0,0,"asympiso"
0.4,0,1,0.5,0.6,0.5,2,2,3051,1332,1090,1592.05,"tot.cases"
0.4,0,1,0.5,0.6,0.5,2,2,3051,5,3,9,"peak.hosp"
0.4,0,1,0.5,0.6,0.5,2,2,3051,0,0,0,"days.above.thresh"
0.4,0,1,0.5,0.6,0.5,2,2,3051,20,13,27,"tot.hosp"
0.4,0,1,0.5,0.6,0.5,2,2,3051,10,6,15,"death"
0.4,0,1,0.5,0.6,0.5,2,2,3051,0,0,0,"sympiso"
0.4,0,1,0.5,0.6,0.5,2,2,3051,0,0,0,"asympiso"
0.45,0,1,0.5,0.6,0.5,2,2,3052,1060,865,1272.05,"tot.cases"
0.45,0,1,0.5,0.6,0.5,2,2,3052,5,3,8,"peak.hosp"
0.45,0,1,0.5,0.6,0.5,2,2,3052,0,0,0,"days.above.thresh"
0.45,0,1,0.5,0.6,0.5,2,2,3052,17,11,24,"tot.hosp"
0.45,0,1,0.5,0.6,0.5,2,2,3052,9,5,14,"death"
0.45,0,1,0.5,0.6,0.5,2,2,3052,0,0,0,"sympiso"
0.45,0,1,0.5,0.6,0.5,2,2,3052,0,0,0,"asympiso"
0.5,0,1,0.5,0.6,0.5,2,2,3053,835,668,1009,"tot.cases"
0.5,0,1,0.5,0.6,0.5,2,2,3053,4,3,7,"peak.hosp"
0.5,0,1,0.5,0.6,0.5,2,2,3053,0,0,0,"days.above.thresh"
0.5,0,1,0.5,0.6,0.5,2,2,3053,15,10,22,"tot.hosp"
0.5,0,1,0.5,0.6,0.5,2,2,3053,8,4,13,"death"
0.5,0,1,0.5,0.6,0.5,2,2,3053,0,0,0,"sympiso"
0.5,0,1,0.5,0.6,0.5,2,2,3053,0,0,0,"asympiso"
0.55,0,1,0.5,0.6,0.5,2,2,3054,648,515,791,"tot.cases"
0.55,0,1,0.5,0.6,0.5,2,2,3054,4,2,6,"peak.hosp"
0.55,0,1,0.5,0.6,0.5,2,2,3054,0,0,0,"days.above.thresh"
0.55,0,1,0.5,0.6,0.5,2,2,3054,13,9,19,"tot.hosp"
0.55,0,1,0.5,0.6,0.5,2,2,3054,7,4,12,"death"
0.55,0,1,0.5,0.6,0.5,2,2,3054,0,0,0,"sympiso"
0.55,0,1,0.5,0.6,0.5,2,2,3054,0,0,0,"asympiso"
0.6,0,1,0.5,0.6,0.5,2,2,3055,496,390,610,"tot.cases"
0.6,0,1,0.5,0.6,0.5,2,2,3055,4,2,6,"peak.hosp"
0.6,0,1,0.5,0.6,0.5,2,2,3055,0,0,0,"days.above.thresh"
0.6,0,1,0.5,0.6,0.5,2,2,3055,11,7,17,"tot.hosp"
0.6,0,1,0.5,0.6,0.5,2,2,3055,7,3,11,"death"
0.6,0,1,0.5,0.6,0.5,2,2,3055,0,0,0,"sympiso"
0.6,0,1,0.5,0.6,0.5,2,2,3055,0,0,0,"asympiso"
0,100,1,0.5,0.6,0.5,2,2,3056,2396,1958,2845,"tot.cases"
0,100,1,0.5,0.6,0.5,2,2,3056,9,5,13,"peak.hosp"
0,100,1,0.5,0.6,0.5,2,2,3056,0,0,0,"days.above.thresh"
0,100,1,0.5,0.6,0.5,2,2,3056,28,20,38,"tot.hosp"
0,100,1,0.5,0.6,0.5,2,2,3056,13,8,20,"death"
0,100,1,0.5,0.6,0.5,2,2,3056,641,528,762,"sympiso"
0,100,1,0.5,0.6,0.5,2,2,3056,39,29,50,"asympiso"
0.05,100,1,0.5,0.6,0.5,2,2,3057,2059,1660,2469.05,"tot.cases"
0.05,100,1,0.5,0.6,0.5,2,2,3057,8,4,12,"peak.hosp"
0.05,100,1,0.5,0.6,0.5,2,2,3057,0,0,0,"days.above.thresh"
0.05,100,1,0.5,0.6,0.5,2,2,3057,25,17,35,"tot.hosp"
0.05,100,1,0.5,0.6,0.5,2,2,3057,13,7,19,"death"
0.05,100,1,0.5,0.6,0.5,2,2,3057,566,464,675,"sympiso"
0.05,100,1,0.5,0.6,0.5,2,2,3057,37,27,48,"asympiso"
0.1,100,1,0.5,0.6,0.5,2,2,3058,1756,1394,2137,"tot.cases"
0.1,100,1,0.5,0.6,0.5,2,2,3058,7,4,11,"peak.hosp"
0.1,100,1,0.5,0.6,0.5,2,2,3058,0,0,0,"days.above.thresh"
0.1,100,1,0.5,0.6,0.5,2,2,3058,23,15,31,"tot.hosp"
0.1,100,1,0.5,0.6,0.5,2,2,3058,11,6,17,"death"
0.1,100,1,0.5,0.6,0.5,2,2,3058,499,405,600.05,"sympiso"
0.1,100,1,0.5,0.6,0.5,2,2,3058,34,24,45,"asympiso"
0.15,100,1,0.5,0.6,0.5,2,2,3059,1492,1176,1828,"tot.cases"
0.15,100,1,0.5,0.6,0.5,2,2,3059,6,4,10,"peak.hosp"
0.15,100,1,0.5,0.6,0.5,2,2,3059,0,0,0,"days.above.thresh"
0.15,100,1,0.5,0.6,0.5,2,2,3059,21,14,29,"tot.hosp"
0.15,100,1,0.5,0.6,0.5,2,2,3059,10,6,16,"death"
0.15,100,1,0.5,0.6,0.5,2,2,3059,441,358.95,530.05,"sympiso"
0.15,100,1,0.5,0.6,0.5,2,2,3059,32,22,42,"asympiso"
0.2,100,1,0.5,0.6,0.5,2,2,3060,1247,977,1533.05,"tot.cases"
0.2,100,1,0.5,0.6,0.5,2,2,3060,5,3,9,"peak.hosp"
0.2,100,1,0.5,0.6,0.5,2,2,3060,0,0,0,"days.above.thresh"
0.2,100,1,0.5,0.6,0.5,2,2,3060,18,12,26,"tot.hosp"
0.2,100,1,0.5,0.6,0.5,2,2,3060,10,5,15,"death"
0.2,100,1,0.5,0.6,0.5,2,2,3060,385,314,463,"sympiso"
0.2,100,1,0.5,0.6,0.5,2,2,3060,28,19,39,"asympiso"
0.25,100,1,0.5,0.6,0.5,2,2,3061,1039,809.95,1295,"tot.cases"
0.25,100,1,0.5,0.6,0.5,2,2,3061,5,3,8,"peak.hosp"
0.25,100,1,0.5,0.6,0.5,2,2,3061,0,0,0,"days.above.thresh"
0.25,100,1,0.5,0.6,0.5,2,2,3061,17,11,24,"tot.hosp"
0.25,100,1,0.5,0.6,0.5,2,2,3061,9,5,14,"death"
0.25,100,1,0.5,0.6,0.5,2,2,3061,339,274,405.05,"sympiso"
0.25,100,1,0.5,0.6,0.5,2,2,3061,26,17,36,"asympiso"
0.3,100,1,0.5,0.6,0.5,2,2,3062,873,670,1094,"tot.cases"
0.3,100,1,0.5,0.6,0.5,2,2,3062,4,3,7,"peak.hosp"
0.3,100,1,0.5,0.6,0.5,2,2,3062,0,0,0,"days.above.thresh"
0.3,100,1,0.5,0.6,0.5,2,2,3062,15,10,22,"tot.hosp"
0.3,100,1,0.5,0.6,0.5,2,2,3062,8,4,13,"death"
0.3,100,1,0.5,0.6,0.5,2,2,3062,296,242,356.05,"sympiso"
0.3,100,1,0.5,0.6,0.5,2,2,3062,23,14,32,"asympiso"
0.35,100,1,0.5,0.6,0.5,2,2,3063,717,547,914,"tot.cases"
0.35,100,1,0.5,0.6,0.5,2,2,3063,4,2,6,"peak.hosp"
0.35,100,1,0.5,0.6,0.5,2,2,3063,0,0,0,"days.above.thresh"
0.35,100,1,0.5,0.6,0.5,2,2,3063,14,9,20,"tot.hosp"
0.35,100,1,0.5,0.6,0.5,2,2,3063,7,4,12,"death"
0.35,100,1,0.5,0.6,0.5,2,2,3063,259,212,313,"sympiso"
0.35,100,1,0.5,0.6,0.5,2,2,3063,20,12,29,"asympiso"
0.4,100,1,0.5,0.6,0.5,2,2,3064,588,444,756.05,"tot.cases"
0.4,100,1,0.5,0.6,0.5,2,2,3064,4,2,6,"peak.hosp"
0.4,100,1,0.5,0.6,0.5,2,2,3064,0,0,0,"days.above.thresh"
0.4,100,1,0.5,0.6,0.5,2,2,3064,12,8,18,"tot.hosp"
0.4,100,1,0.5,0.6,0.5,2,2,3064,7,3,11,"death"
0.4,100,1,0.5,0.6,0.5,2,2,3064,226,186,267,"sympiso"
0.4,100,1,0.5,0.6,0.5,2,2,3064,18,11,26,"asympiso"
0.45,100,1,0.5,0.6,0.5,2,2,3065,481,362,622,"tot.cases"
0.45,100,1,0.5,0.6,0.5,2,2,3065,4,2,5,"peak.hosp"
0.45,100,1,0.5,0.6,0.5,2,2,3065,0,0,0,"days.above.thresh"
0.45,100,1,0.5,0.6,0.5,2,2,3065,11,7,16,"tot.hosp"
0.45,100,1,0.5,0.6,0.5,2,2,3065,6,3,10,"death"
0.45,100,1,0.5,0.6,0.5,2,2,3065,196,164.95,229,"sympiso"
0.45,100,1,0.5,0.6,0.5,2,2,3065,15,9,23,"asympiso"
0.5,100,1,0.5,0.6,0.5,2,2,3066,390.5,292.95,508,"tot.cases"
0.5,100,1,0.5,0.6,0.5,2,2,3066,3,2,5,"peak.hosp"
0.5,100,1,0.5,0.6,0.5,2,2,3066,0,0,0,"days.above.thresh"
0.5,100,1,0.5,0.6,0.5,2,2,3066,10,6,15,"tot.hosp"
0.5,100,1,0.5,0.6,0.5,2,2,3066,6,3,10,"death"
0.5,100,1,0.5,0.6,0.5,2,2,3066,173,146,202,"sympiso"
0.5,100,1,0.5,0.6,0.5,2,2,3066,13,8,20,"asympiso"
0.55,100,1,0.5,0.6,0.5,2,2,3067,316,238,410,"tot.cases"
0.55,100,1,0.5,0.6,0.5,2,2,3067,3,2,5,"peak.hosp"
0.55,100,1,0.5,0.6,0.5,2,2,3067,0,0,0,"days.above.thresh"
0.55,100,1,0.5,0.6,0.5,2,2,3067,9,6,14,"tot.hosp"
0.55,100,1,0.5,0.6,0.5,2,2,3067,5,3,9,"death"
0.55,100,1,0.5,0.6,0.5,2,2,3067,154,131,179,"sympiso"
0.55,100,1,0.5,0.6,0.5,2,2,3067,12,6,18,"asympiso"
0.6,100,1,0.5,0.6,0.5,2,2,3068,253,189,328,"tot.cases"
0.6,100,1,0.5,0.6,0.5,2,2,3068,3,2,5,"peak.hosp"
0.6,100,1,0.5,0.6,0.5,2,2,3068,0,0,0,"days.above.thresh"
0.6,100,1,0.5,0.6,0.5,2,2,3068,9,6,13,"tot.hosp"
0.6,100,1,0.5,0.6,0.5,2,2,3068,5,2,8,"death"
0.6,100,1,0.5,0.6,0.5,2,2,3068,136,116,158,"sympiso"
0.6,100,1,0.5,0.6,0.5,2,2,3068,10,5,16,"asympiso"
0,250,1,0.5,0.6,0.5,2,2,3069,2098,1682.95,2521.05,"tot.cases"
0,250,1,0.5,0.6,0.5,2,2,3069,8,4,12,"peak.hosp"
0,250,1,0.5,0.6,0.5,2,2,3069,0,0,0,"days.above.thresh"
0,250,1,0.5,0.6,0.5,2,2,3069,26,18,35,"tot.hosp"
