"d","tot.tests","sens","Ds","p","Da","Ts","Ta","sim","median","lower","upper","objective"
0,250,1,0.5,0.6,0.5,2,2,3069,13,7,19,"death"
0,250,1,0.5,0.6,0.5,2,2,3069,568,462,681,"sympiso"
0,250,1,0.5,0.6,0.5,2,2,3069,115,90,141,"asympiso"
0.05,250,1,0.5,0.6,0.5,2,2,3070,1802,1427,2188,"tot.cases"
0.05,250,1,0.5,0.6,0.5,2,2,3070,7,4,11,"peak.hosp"
0.05,250,1,0.5,0.6,0.5,2,2,3070,0,0,0,"days.above.thresh"
0.05,250,1,0.5,0.6,0.5,2,2,3070,23,16,32,"tot.hosp"
0.05,250,1,0.5,0.6,0.5,2,2,3070,12,7,17,"death"
0.05,250,1,0.5,0.6,0.5,2,2,3070,503,407,604,"sympiso"
0.05,250,1,0.5,0.6,0.5,2,2,3070,103,80,128,"asympiso"
0.1,250,1,0.5,0.6,0.5,2,2,3071,1535,1201.95,1885,"tot.cases"
0.1,250,1,0.5,0.6,0.5,2,2,3071,6,4,10,"peak.hosp"
0.1,250,1,0.5,0.6,0.5,2,2,3071,0,0,0,"days.above.thresh"
0.1,250,1,0.5,0.6,0.5,2,2,3071,21,14,29,"tot.hosp"
0.1,250,1,0.5,0.6,0.5,2,2,3071,11,6,16,"death"
0.1,250,1,0.5,0.6,0.5,2,2,3071,445,360,536,"sympiso"
0.1,250,1,0.5,0.6,0.5,2,2,3071,91,70,115,"asympiso"
0.15,250,1,0.5,0.6,0.5,2,2,3072,1299,1015,1605,"tot.cases"
0.15,250,1,0.5,0.6,0.5,2,2,3072,5,3,9,"peak.hosp"
0.15,250,1,0.5,0.6,0.5,2,2,3072,0,0,0,"days.above.thresh"
0.15,250,1,0.5,0.6,0.5,2,2,3072,19,13,27,"tot.hosp"
0.15,250,1,0.5,0.6,0.5,2,2,3072,10,5,15,"death"
0.15,250,1,0.5,0.6,0.5,2,2,3072,393,318,474,"sympiso"
0.15,250,1,0.5,0.6,0.5,2,2,3072,81,62,102,"asympiso"
0.2,250,1,0.5,0.6,0.5,2,2,3073,1091,855,1353.05,"tot.cases"
0.2,250,1,0.5,0.6,0.5,2,2,3073,5,3,8,"peak.hosp"
0.2,250,1,0.5,0.6,0.5,2,2,3073,0,0,0,"days.above.thresh"
0.2,250,1,0.5,0.6,0.5,2,2,3073,17,11,24,"tot.hosp"
0.2,250,1,0.5,0.6,0.5,2,2,3073,9,5,14,"death"
0.2,250,1,0.5,0.6,0.5,2,2,3073,346,281,416,"sympiso"
0.2,250,1,0.5,0.6,0.5,2,2,3073,72,54,91,"asympiso"
0.25,250,1,0.5,0.6,0.5,2,2,3074,913,698.95,1147,"tot.cases"
0.25,250,1,0.5,0.6,0.5,2,2,3074,4,3,7,"peak.hosp"
0.25,250,1,0.5,0.6,0.5,2,2,3074,0,0,0,"days.above.thresh"
0.25,250,1,0.5,0.6,0.5,2,2,3074,16,10,22,"tot.hosp"
0.25,250,1,0.5,0.6,0.5,2,2,3074,8,4,13,"death"
0.25,250,1,0.5,0.6,0.5,2,2,3074,304,246,368.05,"sympiso"
0.25,250,1,0.5,0.6,0.5,2,2,3074,63,47,82,"asympiso"
0.3,250,1,0.5,0.6,0.5,2,2,3075,761,580,971,"tot.cases"
0.3,250,1,0.5,0.6,0.5,2,2,3075,4,3,7,"peak.hosp"
0.3,250,1,0.5,0.6,0.5,2,2,3075,0,0,0,"days.above.thresh"
0.3,250,1,0.5,0.6,0.5,2,2,3075,14,9,20,"tot.hosp"
0.3,250,1,0.5,0.6,0.5,2,2,3075,8,4,12,"death"
0.3,250,1,0.5,0.6,0.5,2,2,3075,268,218,323,"sympiso"
0.3,250,1,0.5,0.6,0.5,2,2,3075,55,40,72,"asympiso"
0.35,250,1,0.5,0.6,0.5,2,2,3076,630,477,820.05,"tot.cases"
0.35,250,1,0.5,0.6,0.5,2,2,3076,4,2,6,"peak.hosp"
0.35,250,1,0.5,0.6,0.5,2,2,3076,0,0,0,"days.above.thresh"
0.35,250,1,0.5,0.6,0.5,2,2,3076,13,8,19,"tot.hosp"
0.35,250,1,0.5,0.6,0.5,2,2,3076,7,4,11,"death"
0.35,250,1,0.5,0.6,0.5,2,2,3076,232,193,277,"sympiso"
0.35,250,1,0.5,0.6,0.5,2,2,3076,48,35,64,"asympiso"
0.4,250,1,0.5,0.6,0.5,2,2,3077,521,389,671,"tot.cases"
0.4,250,1,0.5,0.6,0.5,2,2,3077,4,2,6,"peak.hosp"
0.4,250,1,0.5,0.6,0.5,2,2,3077,0,0,0,"days.above.thresh"
0.4,250,1,0.5,0.6,0.5,2,2,3077,12,8,17,"tot.hosp"
0.4,250,1,0.5,0.6,0.5,2,2,3077,7,3,11,"death"
0.4,250,1,0.5,0.6,0.5,2,2,3077,204,170,242,"sympiso"
0.4,250,1,0.5,0.6,0.5,2,2,3077,42,30,56,"asympiso"
0.45,250,1,0.5,0.6,0.5,2,2,3078,426,319,553,"tot.cases"
0.45,250,1,0.5,0.6,0.5,2,2,3078,3,2,5,"peak.hosp"
0.45,250,1,0.5,0.6,0.5,2,2,3078,0,0,0,"days.above.thresh"
0.45,250,1,0.5,0.6,0.5,2,2,3078,11,7,16,"tot.hosp"
0.45,250,1,0.5,0.6,0.5,2,2,3078,6,3,10,"death"
0.45,250,1,0.5,0.6,0.5,2,2,3078,180,151,210.05,"sympiso"
0.45,250,1,0.5,0.6,0.5,2,2,3078,37,26,50,"asympiso"
0.5,250,1,0.5,0.6,0.5,2,2,3079,349,261,456,"tot.cases"
0.5,250,1,0.5,0.6,0.5,2,2,3079,3,2,5,"peak.hosp"
0.5,250,1,0.5,0.6,0.5,2,2,3079,0,0,0,"days.above.thresh"
0.5,250,1,0.5,0.6,0.5,2,2,3079,10,6,14,"tot.hosp"
0.5,250,1,0.5,0.6,0.5,2,2,3079,6,3,9,"death"
0.5,250,1,0.5,0.6,0.5,2,2,3079,160,135,188,"sympiso"
0.5,250,1,0.5,0.6,0.5,2,2,3079,32,22,44,"asympiso"
0.55,250,1,0.5,0.6,0.5,2,2,3080,284,211,368,"tot.cases"
0.55,250,1,0.5,0.6,0.5,2,2,3080,3,2,5,"peak.hosp"
0.55,250,1,0.5,0.6,0.5,2,2,3080,0,0,0,"days.above.thresh"
0.55,250,1,0.5,0.6,0.5,2,2,3080,9,6,13,"tot.hosp"
0.55,250,1,0.5,0.6,0.5,2,2,3080,5,2,9,"death"
0.55,250,1,0.5,0.6,0.5,2,2,3080,144,121,166,"sympiso"
0.55,250,1,0.5,0.6,0.5,2,2,3080,28,19,38,"asympiso"
0.6,250,1,0.5,0.6,0.5,2,2,3081,228,170,298,"tot.cases"
0.6,250,1,0.5,0.6,0.5,2,2,3081,3,2,5,"peak.hosp"
0.6,250,1,0.5,0.6,0.5,2,2,3081,0,0,0,"days.above.thresh"
0.6,250,1,0.5,0.6,0.5,2,2,3081,8,5,12,"tot.hosp"
0.6,250,1,0.5,0.6,0.5,2,2,3081,5,2,8,"death"
0.6,250,1,0.5,0.6,0.5,2,2,3081,128,109,149,"sympiso"
0.6,250,1,0.5,0.6,0.5,2,2,3081,24,17,34,"asympiso"
0,500,1,0.5,0.6,0.5,2,2,3082,1677,1326.95,2046,"tot.cases"
0,500,1,0.5,0.6,0.5,2,2,3082,6,4,10,"peak.hosp"
0,500,1,0.5,0.6,0.5,2,2,3082,0,0,0,"days.above.thresh"
0,500,1,0.5,0.6,0.5,2,2,3082,22,15,31,"tot.hosp"
0,500,1,0.5,0.6,0.5,2,2,3082,11,6,17,"death"
0,500,1,0.5,0.6,0.5,2,2,3082,464,376,559,"sympiso"
0,500,1,0.5,0.6,0.5,2,2,3082,195,154,239,"asympiso"
0.05,500,1,0.5,0.6,0.5,2,2,3083,1439,1117,1778,"tot.cases"
0.05,500,1,0.5,0.6,0.5,2,2,3083,6,3,10,"peak.hosp"
0.05,500,1,0.5,0.6,0.5,2,2,3083,0,0,0,"days.above.thresh"
0.05,500,1,0.5,0.6,0.5,2,2,3083,20,14,29,"tot.hosp"
0.05,500,1,0.5,0.6,0.5,2,2,3083,10,6,16,"death"
0.05,500,1,0.5,0.6,0.5,2,2,3083,413,331,501,"sympiso"
0.05,500,1,0.5,0.6,0.5,2,2,3083,173,134,214,"asympiso"
0.1,500,1,0.5,0.6,0.5,2,2,3084,1223,950,1526,"tot.cases"
0.1,500,1,0.5,0.6,0.5,2,2,3084,5,3,9,"peak.hosp"
0.1,500,1,0.5,0.6,0.5,2,2,3084,0,0,0,"days.above.thresh"
0.1,500,1,0.5,0.6,0.5,2,2,3084,19,12,26,"tot.hosp"
0.1,500,1,0.5,0.6,0.5,2,2,3084,10,5,15,"death"
0.1,500,1,0.5,0.6,0.5,2,2,3084,366,294,445,"sympiso"
0.1,500,1,0.5,0.6,0.5,2,2,3084,153,119,191,"asympiso"
0.15,500,1,0.5,0.6,0.5,2,2,3085,1039,792,1310.05,"tot.cases"
0.15,500,1,0.5,0.6,0.5,2,2,3085,5,3,8,"peak.hosp"
0.15,500,1,0.5,0.6,0.5,2,2,3085,0,0,0,"days.above.thresh"
0.15,500,1,0.5,0.6,0.5,2,2,3085,17,11,24,"tot.hosp"
0.15,500,1,0.5,0.6,0.5,2,2,3085,9,5,14,"death"
0.15,500,1,0.5,0.6,0.5,2,2,3085,325,262,396,"sympiso"
0.15,500,1,0.5,0.6,0.5,2,2,3085,135,104,170,"asympiso"
0.2,500,1,0.5,0.6,0.5,2,2,3086,879,662.95,1118.05,"tot.cases"
0.2,500,1,0.5,0.6,0.5,2,2,3086,4,3,7,"peak.hosp"
0.2,500,1,0.5,0.6,0.5,2,2,3086,0,0,0,"days.above.thresh"
0.2,500,1,0.5,0.6,0.5,2,2,3086,15,10,22,"tot.hosp"
0.2,500,1,0.5,0.6,0.5,2,2,3086,8,4,13,"death"
0.2,500,1,0.5,0.6,0.5,2,2,3086,288,232,351,"sympiso"
0.2,500,1,0.5,0.6,0.5,2,2,3086,119,92,151,"asympiso"
0.25,500,1,0.5,0.6,0.5,2,2,3087,735,550,947,"tot.cases"
0.25,500,1,0.5,0.6,0.5,2,2,3087,4,3,6,"peak.hosp"
0.25,500,1,0.5,0.6,0.5,2,2,3087,0,0,0,"days.above.thresh"
0.25,500,1,0.5,0.6,0.5,2,2,3087,14,9,20,"tot.hosp"
0.25,500,1,0.5,0.6,0.5,2,2,3087,8,4,12,"death"
0.25,500,1,0.5,0.6,0.5,2,2,3087,254,206,307,"sympiso"
0.25,500,1,0.5,0.6,0.5,2,2,3087,104,80,133,"asympiso"
0.3,500,1,0.5,0.6,0.5,2,2,3088,621,461,804,"tot.cases"
0.3,500,1,0.5,0.6,0.5,2,2,3088,4,2,6,"peak.hosp"
0.3,500,1,0.5,0.6,0.5,2,2,3088,0,0,0,"days.above.thresh"
0.3,500,1,0.5,0.6,0.5,2,2,3088,13,8,19,"tot.hosp"
0.3,500,1,0.5,0.6,0.5,2,2,3088,7,4,11,"death"
0.3,500,1,0.5,0.6,0.5,2,2,3088,224,183,268,"sympiso"
0.3,500,1,0.5,0.6,0.5,2,2,3088,92,70,118,"asympiso"
0.35,500,1,0.5,0.6,0.5,2,2,3089,517,380.95,675,"tot.cases"
0.35,500,1,0.5,0.6,0.5,2,2,3089,4,2,6,"peak.hosp"
0.35,500,1,0.5,0.6,0.5,2,2,3089,0,0,0,"days.above.thresh"
0.35,500,1,0.5,0.6,0.5,2,2,3089,12,7,17,"tot.hosp"
0.35,500,1,0.5,0.6,0.5,2,2,3089,7,3,11,"death"
0.35,500,1,0.5,0.6,0.5,2,2,3089,198,163,234,"sympiso"
0.35,500,1,0.5,0.6,0.5,2,2,3089,81,61,104,"asympiso"
0.4,500,1,0.5,0.6,0.5,2,2,3090,428,316,560,"tot.cases"
0.4,500,1,0.5,0.6,0.5,2,2,3090,3,2,5,"peak.hosp"
0.4,500,1,0.5,0.6,0.5,2,2,3090,0,0,0,"days.above.thresh"
0.4,500,1,0.5,0.6,0.5,2,2,3090,11,7,16,"tot.hosp"
0.4,500,1,0.5,0.6,0.5,2,2,3090,6,3,10,"death"
0.4,500,1,0.5,0.6,0.5,2,2,3090,177,147,207,"sympiso"
0.4,500,1,0.5,0.6,0.5,2,2,3090,71,53,92,"asympiso"
0.45,500,1,0.5,0.6,0.5,2,2,3091,353,264,464,"tot.cases"
0.45,500,1,0.5,0.6,0.5,2,2,3091,3,2,5,"peak.hosp"
0.45,500,1,0.5,0.6,0.5,2,2,3091,0,0,0,"days.above.thresh"
0.45,500,1,0.5,0.6,0.5,2,2,3091,10,6,15,"tot.hosp"
0.45,500,1,0.5,0.6,0.5,2,2,3091,6,3,9,"death"
0.45,500,1,0.5,0.6,0.5,2,2,3091,158,133,186,"sympiso"
0.45,500,1,0.5,0.6,0.5,2,2,3091,62,47,81,"asympiso"
0.5,500,1,0.5,0.6,0.5,2,2,3092,292,216,385,"tot.cases"
0.5,500,1,0.5,0.6,0.5,2,2,3092,3,2,5,"peak.hosp"
0.5,500,1,0.5,0.6,0.5,2,2,3092,0,0,0,"days.above.thresh"
0.5,500,1,0.5,0.6,0.5,2,2,3092,9,6,13,"tot.hosp"
0.5,500,1,0.5,0.6,0.5,2,2,3092,5,3,9,"death"
0.5,500,1,0.5,0.6,0.5,2,2,3092,142,120,166,"sympiso"
0.5,500,1,0.5,0.6,0.5,2,2,3092,55,40,71,"asympiso"
0.55,500,1,0.5,0.6,0.5,2,2,3093,239,179,316,"tot.cases"
0.55,500,1,0.5,0.6,0.5,2,2,3093,3,2,5,"peak.hosp"
0.55,500,1,0.5,0.6,0.5,2,2,3093,0,0,0,"days.above.thresh"
0.55,500,1,0.5,0.6,0.5,2,2,3093,9,5,13,"tot.hosp"
0.55,500,1,0.5,0.6,0.5,2,2,3093,5,2,8,"death"
0.55,500,1,0.5,0.6,0.5,2,2,3093,128,109,150,"sympiso"
0.55,500,1,0.5,0.6,0.5,2,2,3093,48,36,63,"asympiso"
0.6,500,1,0.5,0.6,0.5,2,2,3094,198,147,258,"tot.cases"
0.6,500,1,0.5,0.6,0.5,2,2,3094,3,2,5,"peak.hosp"
0.6,500,1,0.5,0.6,0.5,2,2,3094,0,0,0,"days.above.thresh"
0.6,500,1,0.5,0.6,0.5,2,2,3094,8,5,12,"tot.hosp"
0.6,500,1,0.5,0.6,0.5,2,2,3094,5,2,8,"death"
0.6,500,1,0.5,0.6,0.5,2,2,3094,117,100,136,"sympiso"
0.6,500,1,0.5,0.6,0.5,2,2,3094,43,31,56,"asympiso"
0,1000,1,0.5,0.6,0.5,2,2,3095,1080,818,1379,"tot.cases"
0,1000,1,0.5,0.6,0.5,2,2,3095,5,3,8,"peak.hosp"
0,1000,1,0.5,0.6,0.5,2,2,3095,0,0,0,"days.above.thresh"
0,1000,1,0.5,0.6,0.5,2,2,3095,18,12,25,"tot.hosp"
0,1000,1,0.5,0.6,0.5,2,2,3095,9,5,14,"death"
0,1000,1,0.5,0.6,0.5,2,2,3095,315,251,392,"sympiso"
0,1000,1,0.5,0.6,0.5,2,2,3095,254,198,319,"asympiso"
0.05,1000,1,0.5,0.6,0.5,2,2,3096,932,700,1197,"tot.cases"
0.05,1000,1,0.5,0.6,0.5,2,2,3096,5,3,8,"peak.hosp"
0.05,1000,1,0.5,0.6,0.5,2,2,3096,0,0,0,"days.above.thresh"
0.05,1000,1,0.5,0.6,0.5,2,2,3096,16,10,23,"tot.hosp"
0.05,1000,1,0.5,0.6,0.5,2,2,3096,9,4,13,"death"
0.05,1000,1,0.5,0.6,0.5,2,2,3096,284,226,350,"sympiso"
0.05,1000,1,0.5,0.6,0.5,2,2,3096,227,176,285,"asympiso"
0.1,1000,1,0.5,0.6,0.5,2,2,3097,799,593,1046,"tot.cases"
0.1,1000,1,0.5,0.6,0.5,2,2,3097,4,3,7,"peak.hosp"
0.1,1000,1,0.5,0.6,0.5,2,2,3097,0,0,0,"days.above.thresh"
0.1,1000,1,0.5,0.6,0.5,2,2,3097,15,10,21,"tot.hosp"
0.1,1000,1,0.5,0.6,0.5,2,2,3097,8,4,13,"death"
0.1,1000,1,0.5,0.6,0.5,2,2,3097,255,203,314,"sympiso"
0.1,1000,1,0.5,0.6,0.5,2,2,3097,202,156,258,"asympiso"
0.15,1000,1,0.5,0.6,0.5,2,2,3098,689,501.95,913,"tot.cases"
0.15,1000,1,0.5,0.6,0.5,2,2,3098,4,2,6,"peak.hosp"
0.15,1000,1,0.5,0.6,0.5,2,2,3098,0,0,0,"days.above.thresh"
0.15,1000,1,0.5,0.6,0.5,2,2,3098,14,9,20,"tot.hosp"
0.15,1000,1,0.5,0.6,0.5,2,2,3098,7,4,12,"death"
0.15,1000,1,0.5,0.6,0.5,2,2,3098,225,182,269,"sympiso"
0.15,1000,1,0.5,0.6,0.5,2,2,3098,180,138,229,"asympiso"
0.2,1000,1,0.5,0.6,0.5,2,2,3099,588,426,789,"tot.cases"
0.2,1000,1,0.5,0.6,0.5,2,2,3099,4,2,6,"peak.hosp"
0.2,1000,1,0.5,0.6,0.5,2,2,3099,0,0,0,"days.above.thresh"
0.2,1000,1,0.5,0.6,0.5,2,2,3099,13,8,19,"tot.hosp"
0.2,1000,1,0.5,0.6,0.5,2,2,3099,7,3,11,"death"
0.2,1000,1,0.5,0.6,0.5,2,2,3099,203,165,243,"sympiso"
0.2,1000,1,0.5,0.6,0.5,2,2,3099,160,123,205,"asympiso"
0.25,1000,1,0.5,0.6,0.5,2,2,3100,499,362,657,"tot.cases"
0.25,1000,1,0.5,0.6,0.5,2,2,3100,4,2,6,"peak.hosp"
0.25,1000,1,0.5,0.6,0.5,2,2,3100,0,0,0,"days.above.thresh"
0.25,1000,1,0.5,0.6,0.5,2,2,3100,12,7,17,"tot.hosp"
0.25,1000,1,0.5,0.6,0.5,2,2,3100,7,3,11,"death"
0.25,1000,1,0.5,0.6,0.5,2,2,3100,183,150,217,"sympiso"
0.25,1000,1,0.5,0.6,0.5,2,2,3100,142,109,179,"asympiso"
0.3,1000,1,0.5,0.6,0.5,2,2,3101,424,308,566.05,"tot.cases"
0.3,1000,1,0.5,0.6,0.5,2,2,3101,4,2,6,"peak.hosp"
0.3,1000,1,0.5,0.6,0.5,2,2,3101,0,0,0,"days.above.thresh"
0.3,1000,1,0.5,0.6,0.5,2,2,3101,11,7,16,"tot.hosp"
0.3,1000,1,0.5,0.6,0.5,2,2,3101,6,3,10,"death"
0.3,1000,1,0.5,0.6,0.5,2,2,3101,165,137,197,"sympiso"
0.3,1000,1,0.5,0.6,0.5,2,2,3101,126,97,161,"asympiso"
0.35,1000,1,0.5,0.6,0.5,2,2,3102,360,262,478,"tot.cases"
0.35,1000,1,0.5,0.6,0.5,2,2,3102,3,2,5,"peak.hosp"
0.35,1000,1,0.5,0.6,0.5,2,2,3102,0,0,0,"days.above.thresh"
0.35,1000,1,0.5,0.6,0.5,2,2,3102,10,6,15,"tot.hosp"
0.35,1000,1,0.5,0.6,0.5,2,2,3102,6,3,10,"death"
0.35,1000,1,0.5,0.6,0.5,2,2,3102,150,125,178.05,"sympiso"
0.35,1000,1,0.5,0.6,0.5,2,2,3102,113,87,143,"asympiso"
0.4,1000,1,0.5,0.6,0.5,2,2,3103,304,221,408,"tot.cases"
0.4,1000,1,0.5,0.6,0.5,2,2,3103,3,2,5,"peak.hosp"
0.4,1000,1,0.5,0.6,0.5,2,2,3103,0,0,0,"days.above.thresh"
0.4,1000,1,0.5,0.6,0.5,2,2,3103,9,6,14,"tot.hosp"
0.4,1000,1,0.5,0.6,0.5,2,2,3103,6,2,9,"death"
0.4,1000,1,0.5,0.6,0.5,2,2,3103,137,114,162,"sympiso"
0.4,1000,1,0.5,0.6,0.5,2,2,3103,100,77,126,"asympiso"
0.45,1000,1,0.5,0.6,0.5,2,2,3104,256,188,339,"tot.cases"
0.45,1000,1,0.5,0.6,0.5,2,2,3104,3,2,5,"peak.hosp"
0.45,1000,1,0.5,0.6,0.5,2,2,3104,0,0,0,"days.above.thresh"
0.45,1000,1,0.5,0.6,0.5,2,2,3104,9,6,13,"tot.hosp"
0.45,1000,1,0.5,0.6,0.5,2,2,3104,5,2,9,"death"
0.45,1000,1,0.5,0.6,0.5,2,2,3104,125,106,147,"sympiso"
0.45,1000,1,0.5,0.6,0.5,2,2,3104,89,69,112,"asympiso"
0.5,1000,1,0.5,0.6,0.5,2,2,3105,215,159,285,"tot.cases"
0.5,1000,1,0.5,0.6,0.5,2,2,3105,3,2,5,"peak.hosp"
0.5,1000,1,0.5,0.6,0.5,2,2,3105,0,0,0,"days.above.thresh"
0.5,1000,1,0.5,0.6,0.5,2,2,3105,8,5,12,"tot.hosp"
0.5,1000,1,0.5,0.6,0.5,2,2,3105,5,2,8,"death"
0.5,1000,1,0.5,0.6,0.5,2,2,3105,115,97,135,"sympiso"
0.5,1000,1,0.5,0.6,0.5,2,2,3105,80,62,100,"asympiso"
0.55,1000,1,0.5,0.6,0.5,2,2,3106,181,135,239,"tot.cases"
0.55,1000,1,0.5,0.6,0.5,2,2,3106,3,2,5,"peak.hosp"
0.55,1000,1,0.5,0.6,0.5,2,2,3106,0,0,0,"days.above.thresh"
0.55,1000,1,0.5,0.6,0.5,2,2,3106,8,5,11,"tot.hosp"
0.55,1000,1,0.5,0.6,0.5,2,2,3106,5,2,8,"death"
0.55,1000,1,0.5,0.6,0.5,2,2,3106,106,90,124,"sympiso"
0.55,1000,1,0.5,0.6,0.5,2,2,3106,71,56,89.0500000000002,"asympiso"
0.6,1000,1,0.5,0.6,0.5,2,2,3107,152,114,199,"tot.cases"
0.6,1000,1,0.5,0.6,0.5,2,2,3107,3,2,5,"peak.hosp"
0.6,1000,1,0.5,0.6,0.5,2,2,3107,0,0,0,"days.above.thresh"
0.6,1000,1,0.5,0.6,0.5,2,2,3107,7,5,11,"tot.hosp"
0.6,1000,1,0.5,0.6,0.5,2,2,3107,5,2,8,"death"
0.6,1000,1,0.5,0.6,0.5,2,2,3107,98,84,114,"sympiso"
0.6,1000,1,0.5,0.6,0.5,2,2,3107,64,50,81,"asympiso"
0,1500,1,0.5,0.6,0.5,2,2,3108,731,528.95,976,"tot.cases"
0,1500,1,0.5,0.6,0.5,2,2,3108,4,3,7,"peak.hosp"
0,1500,1,0.5,0.6,0.5,2,2,3108,0,0,0,"days.above.thresh"
0,1500,1,0.5,0.6,0.5,2,2,3108,14,9,21,"tot.hosp"
0,1500,1,0.5,0.6,0.5,2,2,3108,8,4,12,"death"
0,1500,1,0.5,0.6,0.5,2,2,3108,221,176,271,"sympiso"
0,1500,1,0.5,0.6,0.5,2,2,3108,257,198,329,"asympiso"
0.05,1500,1,0.5,0.6,0.5,2,2,3109,639,462,858,"tot.cases"
0.05,1500,1,0.5,0.6,0.5,2,2,3109,4,2,6,"peak.hosp"
0.05,1500,1,0.5,0.6,0.5,2,2,3109,0,0,0,"days.above.thresh"
0.05,1500,1,0.5,0.6,0.5,2,2,3109,13,9,19,"tot.hosp"
0.05,1500,1,0.5,0.6,0.5,2,2,3109,7,4,12,"death"
0.05,1500,1,0.5,0.6,0.5,2,2,3109,200,161,242,"sympiso"
0.05,1500,1,0.5,0.6,0.5,2,2,3109,232,178,296.05,"asympiso"
0.1,1500,1,0.5,0.6,0.5,2,2,3110,552,397,744,"tot.cases"
0.1,1500,1,0.5,0.6,0.5,2,2,3110,4,2,6,"peak.hosp"
0.1,1500,1,0.5,0.6,0.5,2,2,3110,0,0,0,"days.above.thresh"
0.1,1500,1,0.5,0.6,0.5,2,2,3110,12,8,18,"tot.hosp"
0.1,1500,1,0.5,0.6,0.5,2,2,3110,7,3,11,"death"
0.1,1500,1,0.5,0.6,0.5,2,2,3110,182,147,220,"sympiso"
0.1,1500,1,0.5,0.6,0.5,2,2,3110,208,159,263,"asympiso"
0.15,1500,1,0.5,0.6,0.5,2,2,3111,477,339.95,640,"tot.cases"
0.15,1500,1,0.5,0.6,0.5,2,2,3111,4,2,6,"peak.hosp"
0.15,1500,1,0.5,0.6,0.5,2,2,3111,0,0,0,"days.above.thresh"
0.15,1500,1,0.5,0.6,0.5,2,2,3111,12,7,17,"tot.hosp"
0.15,1500,1,0.5,0.6,0.5,2,2,3111,7,3,11,"death"
0.15,1500,1,0.5,0.6,0.5,2,2,3111,166,134,199,"sympiso"
0.15,1500,1,0.5,0.6,0.5,2,2,3111,186,143,236,"asympiso"
0.2,1500,1,0.5,0.6,0.5,2,2,3112,410,294,552,"tot.cases"
0.2,1500,1,0.5,0.6,0.5,2,2,3112,4,2,5,"peak.hosp"
0.2,1500,1,0.5,0.6,0.5,2,2,3112,0,0,0,"days.above.thresh"
0.2,1500,1,0.5,0.6,0.5,2,2,3112,11,7,16,"tot.hosp"
0.2,1500,1,0.5,0.6,0.5,2,2,3112,6,3,10,"death"
0.2,1500,1,0.5,0.6,0.5,2,2,3112,152,123,182,"sympiso"
0.2,1500,1,0.5,0.6,0.5,2,2,3112,166.5,129,212.05,"asympiso"
0.25,1500,1,0.5,0.6,0.5,2,2,3113,355,256,479,"tot.cases"
0.25,1500,1,0.5,0.6,0.5,2,2,3113,3,2,5,"peak.hosp"
0.25,1500,1,0.5,0.6,0.5,2,2,3113,0,0,0,"days.above.thresh"
0.25,1500,1,0.5,0.6,0.5,2,2,3113,10,6,15,"tot.hosp"
0.25,1500,1,0.5,0.6,0.5,2,2,3113,6,3,10,"death"
0.25,1500,1,0.5,0.6,0.5,2,2,3113,140,115,168,"sympiso"
0.25,1500,1,0.5,0.6,0.5,2,2,3113,151,117,190,"asympiso"
0.3,1500,1,0.5,0.6,0.5,2,2,3114,305,219,411,"tot.cases"
0.3,1500,1,0.5,0.6,0.5,2,2,3114,3,2,5,"peak.hosp"
0.3,1500,1,0.5,0.6,0.5,2,2,3114,0,0,0,"days.above.thresh"
0.3,1500,1,0.5,0.6,0.5,2,2,3114,10,6,14,"tot.hosp"
0.3,1500,1,0.5,0.6,0.5,2,2,3114,6,3,9,"death"
0.3,1500,1,0.5,0.6,0.5,2,2,3114,129,106,153,"sympiso"
0.3,1500,1,0.5,0.6,0.5,2,2,3114,135,106,171,"asympiso"
0.35,1500,1,0.5,0.6,0.5,2,2,3115,263,191,354,"tot.cases"
0.35,1500,1,0.5,0.6,0.5,2,2,3115,3,2,5,"peak.hosp"
0.35,1500,1,0.5,0.6,0.5,2,2,3115,0,0,0,"days.above.thresh"
0.35,1500,1,0.5,0.6,0.5,2,2,3115,9,6,13,"tot.hosp"
0.35,1500,1,0.5,0.6,0.5,2,2,3115,5,2,9,"death"
0.35,1500,1,0.5,0.6,0.5,2,2,3115,119,99,141,"sympiso"
0.35,1500,1,0.5,0.6,0.5,2,2,3115,122,96,154,"asympiso"
0.4,1500,1,0.5,0.6,0.5,2,2,3116,227,165,301,"tot.cases"
0.4,1500,1,0.5,0.6,0.5,2,2,3116,3,2,5,"peak.hosp"
0.4,1500,1,0.5,0.6,0.5,2,2,3116,0,0,0,"days.above.thresh"
0.4,1500,1,0.5,0.6,0.5,2,2,3116,9,5,13,"tot.hosp"
0.4,1500,1,0.5,0.6,0.5,2,2,3116,5,2,8,"death"
0.4,1500,1,0.5,0.6,0.5,2,2,3116,111,92,131,"sympiso"
0.4,1500,1,0.5,0.6,0.5,2,2,3116,111,87,138.05,"asympiso"
0.45,1500,1,0.5,0.6,0.5,2,2,3117,196,143,260,"tot.cases"
0.45,1500,1,0.5,0.6,0.5,2,2,3117,3,2,5,"peak.hosp"
0.45,1500,1,0.5,0.6,0.5,2,2,3117,0,0,0,"days.above.thresh"
0.45,1500,1,0.5,0.6,0.5,2,2,3117,8,5,12,"tot.hosp"
0.45,1500,1,0.5,0.6,0.5,2,2,3117,5,2,8,"death"
0.45,1500,1,0.5,0.6,0.5,2,2,3117,103,86,121,"sympiso"
