"d","tot.tests","sens","Ds","Da","Ts","Ta","sim","median","lower","upper","objective"
0.05,250,1,0.0416666666666667,0.0416666666666667,24,24,28,15,9,21,"death"
0.05,250,1,0.0416666666666667,0.0416666666666667,24,24,28,609,491,740,"sympiso"
0.05,250,1,0.0416666666666667,0.0416666666666667,24,24,28,78,59,98,"asympiso"
0.1,250,1,0.0416666666666667,0.0416666666666667,24,24,29,1227,954,1525.05,"tot.cases"
0.1,250,1,0.0416666666666667,0.0416666666666667,24,24,29,7,4,11,"peak.hosp"
0.1,250,1,0.0416666666666667,0.0416666666666667,24,24,29,0,0,0,"days.above.thresh"
0.1,250,1,0.0416666666666667,0.0416666666666667,24,24,29,26,18,36,"tot.hosp"
0.1,250,1,0.0416666666666667,0.0416666666666667,24,24,29,13,8,20,"death"
0.1,250,1,0.0416666666666667,0.0416666666666667,24,24,29,540,436,653,"sympiso"
0.1,250,1,0.0416666666666667,0.0416666666666667,24,24,29,69,52,88,"asympiso"
0.15,250,1,0.0416666666666667,0.0416666666666667,24,24,30,1038,799,1302,"tot.cases"
0.15,250,1,0.0416666666666667,0.0416666666666667,24,24,30,6.5,4,10,"peak.hosp"
0.15,250,1,0.0416666666666667,0.0416666666666667,24,24,30,0,0,0,"days.above.thresh"
0.15,250,1,0.0416666666666667,0.0416666666666667,24,24,30,24,16,32,"tot.hosp"
0.15,250,1,0.0416666666666667,0.0416666666666667,24,24,30,12,7,18,"death"
0.15,250,1,0.0416666666666667,0.0416666666666667,24,24,30,475,384,579,"sympiso"
0.15,250,1,0.0416666666666667,0.0416666666666667,24,24,30,62,46,80,"asympiso"
0.2,250,1,0.0416666666666667,0.0416666666666667,24,24,31,875,664,1110,"tot.cases"
0.2,250,1,0.0416666666666667,0.0416666666666667,24,24,31,6,4,9,"peak.hosp"
0.2,250,1,0.0416666666666667,0.0416666666666667,24,24,31,0,0,0,"days.above.thresh"
0.2,250,1,0.0416666666666667,0.0416666666666667,24,24,31,21,14,29,"tot.hosp"
0.2,250,1,0.0416666666666667,0.0416666666666667,24,24,31,11,6,17,"death"
0.2,250,1,0.0416666666666667,0.0416666666666667,24,24,31,418,336,513,"sympiso"
0.2,250,1,0.0416666666666667,0.0416666666666667,24,24,31,55,40,71,"asympiso"
0.25,250,1,0.0416666666666667,0.0416666666666667,24,24,32,737,561,927,"tot.cases"
0.25,250,1,0.0416666666666667,0.0416666666666667,24,24,32,5,3,8,"peak.hosp"
0.25,250,1,0.0416666666666667,0.0416666666666667,24,24,32,0,0,0,"days.above.thresh"
0.25,250,1,0.0416666666666667,0.0416666666666667,24,24,32,19,13,27,"tot.hosp"
0.25,250,1,0.0416666666666667,0.0416666666666667,24,24,32,10,6,16,"death"
0.25,250,1,0.0416666666666667,0.0416666666666667,24,24,32,370,300,447,"sympiso"
0.25,250,1,0.0416666666666667,0.0416666666666667,24,24,32,48,35,64,"asympiso"
0.3,250,1,0.0416666666666667,0.0416666666666667,24,24,33,617,464,782,"tot.cases"
0.3,250,1,0.0416666666666667,0.0416666666666667,24,24,33,5,3,8,"peak.hosp"
0.3,250,1,0.0416666666666667,0.0416666666666667,24,24,33,0,0,0,"days.above.thresh"
0.3,250,1,0.0416666666666667,0.0416666666666667,24,24,33,17,11,25,"tot.hosp"
0.3,250,1,0.0416666666666667,0.0416666666666667,24,24,33,9,5,15,"death"
0.3,250,1,0.0416666666666667,0.0416666666666667,24,24,33,326,263,394,"sympiso"
0.3,250,1,0.0416666666666667,0.0416666666666667,24,24,33,43,30,57,"asympiso"
